Date,Open,High,Low,Fear Greed
2020/4/3,,,,22
2020/4/6,,,,27
2020/4/7,,,,25
2020/4/8,,,,31
2020/4/9,,,,43
2020/4/13,,,,37
2020/4/14,,,,45
2020/4/15,,,,41
2020/4/16,,,,42
2020/4/17,,,,44
2020/4/20,,,,41
2020/4/21,,,,40
2020/4/22,,,,40
2020/4/23,,,,40
2020/4/24,,,,39
2020/4/27,,,,42
2020/4/28,,,,41
2020/4/29,,,,47
2020/4/30,,,,47
2020/5/1,,,,42
2020/5/4,,,,44
2020/5/5,,,,44
2020/5/6,,,,40
2020/5/7,,,,40
2020/5/8,,,,45
2020/5/11,,,,44
2020/5/12,,,,39
2020/5/13,,,,39
2020/5/14,,,,38
2020/5/15,,,,39
2020/5/18,,,,47
2020/5/19,,,,48
2020/5/20,,,,52
2020/5/21,,,,52
2020/5/22,,,,50
2020/5/26,,,,50
2020/5/27,,,,53
2020/5/28,,,,50
2020/5/29,,,,52
2020/6/1,,,,58
2020/6/2,,,,58
2020/6/3,,,,60
2020/6/4,,,,62
2020/6/5,,,,66
2020/6/8,,,,67
2020/6/9,,,,67
2020/6/10,,,,67
2020/6/11,,,,56
2020/6/12,,,,54
2020/6/15,,,,53
2020/6/16,,,,52
2020/6/17,,,,52
2020/6/18,,,,51
2020/6/19,,,,52
2020/6/22,,,,52
2020/6/23,,,,52
2020/6/24,,,,48
2020/6/25,,,,49
2020/6/26,,,,45
2020/6/29,,,,48
2020/6/30,,,,47
2020/7/1,,,,48
2020/7/2,,,,50
2020/7/6,,,,51
2020/7/7,,,,49
2020/7/8,,,,52
2020/7/9,,,,53
2020/7/10,,,,59
2020/7/13,,,,53
2020/7/14,,,,61
2020/7/15,,,,62
2020/7/16,,,,62
2020/7/17,,,,63
2020/7/20,,,,65
2020/7/21,,,,65
2020/7/22,,,,65
2020/7/23,,,,68
2020/7/24,,,,63
2020/7/27,,,,65
2020/7/28,,,,63
2020/7/29,,,,64
2020/7/30,,,,62
2020/7/31,,,,65
2020/8/3,,,,67
2020/8/4,,,,67
2020/8/5,,,,70
2020/8/6,,,,73
2020/8/7,,,,72
2020/8/10,,,,75
2020/8/11,,,,71
2020/8/12,,,,73
2020/8/13,,,,72
2020/8/14,,,,72
2020/8/17,,,,71
2020/8/18,,,,70
2020/8/19,,,,68
2020/8/20,,,,70
2020/8/21,,,,70
2020/8/24,,,,71
2020/8/25,,,,73
2020/8/26,,,,74
2020/8/27,,,,76
2020/8/28,,,,77
2020/8/31,,,,74
2020/9/1,,,,77
2020/9/2,,,,78
2020/9/3,,,,60
2020/9/4,,,,59
2020/9/8,,,,55
2020/9/9,,,,65
2020/9/10,,,,59
2020/9/11,,,,58
2020/9/14,,,,59
2020/9/15,,,,59
2020/9/16,,,,56
2020/9/17,,,,53
2020/9/18,,,,52
